wall_ms,sse,stage
1462342,1243.5829818960592,schedule
1468047,1243.2601729963728,schedule
1472519,1240.2428163334996,schedule
1476615,1238.4114826152404,schedule
1482774,1238.395780624063,schedule
1487162,1238.3019089281484,schedule
1490960,1238.1781297139228,schedule
1605524,1236.2088556500696,schedule
1714624,1235.3970088778124,schedule
1721765,1235.0496915146703,schedule
1727147,1234.9841923167508,schedule
1732617,1234.3225267711866,schedule
1746787,1234.2324134449352,schedule
1752715,1230.8371940104507,schedule
1757619,1230.2757298116921,schedule
1761695,1226.8093790211085,schedule
1767197,1226.3766368130991,schedule
1772483,1226.3288810271504,schedule
1778731,1226.3157754749484,schedule
1785886,1225.7653964335623,schedule
1792572,1225.6075702925382,schedule
1796790,1225.558627109268,schedule
1801201,1225.1254617829106,schedule
1805484,1224.9497927030716,schedule
1811054,1224.826538716246,schedule
1816466,1224.7419413681284,schedule
1820527,1223.337068766131,schedule
1824563,1223.204164247709,schedule
1831428,1223.1645054547853,schedule
1835823,1223.1194324051091,schedule
1839995,1223.112200713946,schedule
1843634,1222.346846826797,schedule
1847489,1222.2885242433902,schedule
1851358,1222.1200798425975,schedule
1856770,1222.0132811888998,schedule
1861330,1218.3022432953483,schedule
2021191,1214.3930366718132,schedule
2035068,1213.7020607117483,schedule
2038863,1213.635778739052,schedule
2045839,1212.7026793311868,schedule
2051395,1212.1463084614704,schedule
2059949,1212.1452889723862,schedule
2064760,1212.0767374179543,schedule
2072762,1211.0154360816377,schedule
2076641,1210.9955104826522,schedule
2080701,1210.3677432218597,schedule
2084681,1206.5985260883838,schedule
2089556,1206.23998317915,schedule
2093304,1205.8862998773595,schedule
2098000,1205.7152762052608,schedule
2102071,1205.4655259527324,schedule
2107326,1205.374993817107,schedule
2113364,1205.069351195022,schedule
2118352,1204.7161463439377,schedule
2125248,1204.6440755807098,schedule
2134949,1204.6399717322631,schedule
2138757,1204.6009982242417,schedule
2142479,1204.5721181454714,schedule
2147756,1204.570280604544,schedule
2152725,1203.5021564927295,schedule
2156740,1201.4180921836855,schedule
2161176,1200.2517744375743,schedule
2164899,1198.462802078602,schedule
2168741,1197.9051991895076,schedule
2173043,1197.8421721774973,schedule
2177614,1197.453705769124,schedule
2181873,1196.4540764895037,schedule
2356261,874.0772591132096,schedule
2465385,872.9153265310073,schedule
2472612,872.8771971777691,schedule
2477348,872.1476886694234,schedule
2482505,871.9748939959131,schedule
2488741,871.3996426912079,schedule
2496431,871.2514114770036,schedule
2509864,871.2243468586737,schedule
2516847,870.2158977262372,schedule
2522135,870.2028529426498,schedule
2530020,869.606708042631,schedule
2534870,869.4364294279488,schedule
2544358,869.2612289483342,schedule
2551916,868.9550995583501,schedule
2558064,868.7287047967326,schedule
2565197,868.7092952384413,schedule
2571392,868.6581569193391,schedule
2583286,868.6545213352446,schedule
2588980,868.6475101711652,schedule
2597718,868.1424937421594,schedule
2605247,867.5612122385384,schedule
2611762,867.5091261436037,schedule
2778624,862.4887505852803,schedule
2796773,861.6286319465771,schedule
2803873,861.5700784541996,schedule
2810536,861.5507706528956,schedule
2817267,861.0616091468805,schedule
2830417,861.0482358129132,schedule
2838819,860.9914110447281,schedule
2845198,860.9428675772775,schedule
2849363,860.3253111769201,schedule
2855268,859.9855155676121,schedule
2860334,859.8513662522,schedule
2866274,859.8247381421656,schedule
2872449,859.5447018835564,schedule
2879724,859.293589766964,schedule
2884758,859.28709390834,schedule
2889913,856.0549153037891,schedule
2894501,856.023150790082,schedule
2899435,855.9875802933185,schedule
2909706,855.9114318475482,schedule
2913817,855.8910384362704,schedule
2918925,855.8446794995798,schedule
2924017,855.7947132789625,schedule
2929775,855.341670541523,schedule
2934422,855.0084699008601,schedule
2939992,854.9216094916089,schedule
2944347,854.7519039196159,schedule
3088778,846.2692632590229,schedule
3198140,845.5526911659206,schedule
3207891,845.1282900217027,schedule
